Gender_Male / Weight (kg),Weight (kg),Gender_Male - Height (m),Gender_Male + Weight (kg),Fat_Percentage + Height (m),Gender_Male - Weight (kg),Fat_Percentage - Height (m),Height (m) - Weight (kg),Weight (kg) / Gender_Male,Height (m) - Workout_Type_Strength,Height (m) / Weight (kg),Gender_Male * Weight (kg),Height (m) * Weight (kg),Fat_Percentage * Height (m),Height (m) + Water_Intake (liters),Weight (kg) - Workout_Type_Yoga,Height (m) / Fat_Percentage,Height (m) - Workout_Type_HIIT,Height (m) + Session_Duration (hours),Weight (kg) + Workout_Type_HIIT,BMI
-0.0,-3.505111538118487,0.3498695574525747,-3.505111538118487,-4.17533460609179,3.505111538118487,-3.4755954911866414,3.155241980665912,0.0,-0.3498695574525747,0.09981695408197526,-0.0,1.2263318226634286,1.3384137636176947,-1.5808275257183748,-3.505111538118487,0.09145804575499372,-0.3498695574525747,-1.2584861387263047,-3.505111538118487,22.6
-0.28795264166313356,-3.4727932837298554,-0.5107867731525075,-2.4727932837298554,-2.5871185075493557,4.472793283729855,-5.608692053854371,4.983580056882363,-3.4727932837298554,1.5107867731525075,-0.4350350423189859,-3.4727932837298554,-5.246650158951929,-6.191061095716189,3.2746751196181627,-4.472793283729855,-0.368672936455415,1.5107867731525075,1.1367358602465176,-3.4727932837298554,20.86
-0.0,-3.4818152938683165,-0.2703492194157866,-3.4818152938683165,-3.5822750940000416,3.4818152938683165,-4.122973532831614,3.752164513284103,0.0,0.2703492194157866,-0.07764605431307274,-0.0,-0.941306046847247,-1.0415539758342498,-1.6261301521236702,-4.4818152938683165,-0.07017274393310584,0.2703492194157866,-0.9055501960418133,-3.4818152938683165,23.53
-0.0,-3.4702105080167573,1.6678344582978408,-3.4702105080167573,-5.5103510359963765,3.4702105080167573,-2.1746821194006953,1.8023760497189165,0.0,-2.6678344582978406,0.48061477954863796,-0.0,5.787736662817603,6.408681554866311,-1.7341299708347415,-3.4702105080167573,0.4340474333872062,-1.6678344582978408,-2.6655453176328607,-3.4702105080167573,34.25
-0.0,-3.4822840315056283,-0.5804586078499673,-3.4822840315056283,-3.2030369784500494,3.4822840315056283,-4.363954194149984,4.062742639355595,0.0,0.5804586078499673,-0.16668904736038878,-0.0,-2.0213217410659285,-2.1961625808302037,-0.3177386587790042,-3.4822840315056283,-0.15341860314355846,0.5804586078499673,-0.8033274564173093,-3.4822840315056283,22.44
-0.0,-3.575363302848392,1.2026703756465698,-3.575363302848392,-5.0177814067517215,3.575363302848392,-2.6124406554585824,2.3726929272018222,0.0,-1.2026703756465698,0.33637711017742894,-0.0,4.299983526509636,4.588321016912605,-1.7681069406387133,-3.575363302848392,0.31523863023671506,-2.2026703756465698,-1.7252117519880426,-2.575363302848392,17.93
-0.280931795535466,-3.559582844988993,-0.04562269050123824,-2.559582844988993,-2.992399192868568,4.559582844988993,-5.0836445738710445,4.6052055354902315,-3.559582844988993,1.0456226905012382,-0.29374865989513765,-3.559582844988993,-3.7219805914394426,-4.222247305992014,1.3120878796011655,-4.559582844988993,-0.25894428527183866,1.0456226905012382,0.31519466535008844,-3.559582844988993,13.82
-0.0,-3.553876853617393,1.4352524169722052,-3.553876853617393,-5.291225434097253,3.553876853617393,-2.420720600152843,2.118624436645188,0.0,-1.4352524169722052,0.4038554165182458,-0.0,5.10071034377594,5.534294592608331,-2.3334496836011764,-3.553876853617393,0.3722153683643529,-2.4352524169722054,-1.3638319395717446,-2.553876853617393,20.75
-0.0,-3.522147950553363,0.8925609872123891,-3.522147950553363,-5.140264787036111,3.522147950553363,-3.355142812611333,2.629586963340974,0.0,-0.8925609872123891,0.25341382580824273,-0.0,3.1437318518540027,3.791334696956478,-0.7924761489308755,-4.522147950553363,0.2101278783255626,-0.8925609872123891,1.0201412367880653,-3.522147950553363,22.41
-0.0,-3.493575122728079,0.504924251669665,-3.493575122728079,-4.266882197948493,3.493575122728079,-3.257033694609163,2.988650871058414,0.0,-0.504924251669665,0.14452938148797484,-0.0,1.7639908044952335,1.899503800837587,-1.0703608166618086,-3.493575122728079,0.13421847316744065,-0.504924251669665,-0.9383713499498477,-3.493575122728079,24.71
-0.0,-3.589914701921367,0.8150336401038439,-3.589914701921367,-4.729524617725233,3.589914701921367,-3.099457337517545,2.7748810618175233,0.0,-0.8150336401038439,0.2270342634234813,-0.0,2.9259012471692776,3.1904418306444153,-1.7132309067328153,-4.5899147019213675,0.20820935461680207,-0.8150336401038439,-0.11995321627435318,-3.589914701921367,15.7
-0.2866729581112372,-3.488295535751132,-0.2782047318268721,-2.488295535751132,-2.6139255264918178,4.488295535751131,-5.170334990145562,4.766500267578004,-3.488295535751132,1.278204731826872,-0.3664267315445901,-3.488295535751132,-4.458755859807651,-4.974939313069496,1.2119092192899714,-4.488295535751131,-0.328407490755211,1.278204731826872,-0.3728641666242749,-3.488295535751132,19.65
-0.0,-3.490031228451308,1.745361805406386,-3.490031228451308,-5.528857391706403,3.490031228451308,-2.038133780893631,1.7446694230449222,0.0,-1.745361805406386,0.5000991942931369,-0.0,6.091367205814442,6.60356868725169,-2.1444180195801152,-3.490031228451308,0.4613093277355248,-1.745361805406386,-3.4261287965446297,-3.490031228451308,30.89
-0.29435373055014274,-3.3972730637081274,-1.1310055500208689,-2.3972730637081274,-1.9070163333489374,4.397273063708127,-6.169027433390675,5.528278613728997,-3.3972730637081274,1.1310055500208689,-0.6272694334717015,-3.3972730637081274,-7.2396077536984205,-8.60504704456678,2.896611791576039,-3.3972730637081274,-0.5277350176820994,2.131005550020869,2.440010768918103,-3.3972730637081274,31.48
-0.28011877177332306,-3.569914267685056,1.4273969045611197,-2.569914267685056,-4.481572218494145,4.569914267685056,-3.6267784093719055,3.1425173631239365,-3.569914267685056,-0.4273969045611198,0.11972189596538105,-3.569914267685056,1.5257703075571698,1.732741979723081,-0.1609317154611925,-4.569914267685056,0.10542141655598379,-0.4273969045611198,-0.0886935929767888,-3.569914267685056,16.28
-0.0,-3.507089964087655,1.4352524169722052,-3.507089964087655,-5.145525014493357,3.507089964087655,-2.275020180548947,2.07183754711545,0.0,-2.4352524169722054,0.4092431137122472,-0.0,5.033559347495771,5.325177713217975,-2.832590736056419,-3.507089964087655,0.3868320667142094,-1.4352524169722052,-1.1262471980749709,-3.507089964087655,26.61
-0.0,-3.52246698004309,0.3498695574525747,-3.52246698004309,-4.594085159189689,3.52246698004309,-3.8943460442845392,3.172597422590515,0.0,-0.3498695574525747,0.09932514894668928,-0.0,1.2324039634489832,1.484921834313077,-0.2497847191710611,-3.52246698004309,0.08243444496772895,-1.3498695574525748,0.6421917932478833,-2.52246698004309,20.55
-0.0,-3.4815815813780944,-0.5029312607414221,-3.4815815813780944,-3.448716743349999,3.4815815813780944,-4.4545792648328435,3.9845128421195164,0.0,0.5029312607414221,-0.1444548257698301,-0.0,-1.7509962140965991,-1.9874073127040228,-1.2271677599796202,-3.4815815813780944,-0.12727127016897805,-0.49706873925857786,-0.8214586181516611,-2.4815815813780944,22.78
-0.0,-3.547238481721812,0.5824515987782102,-3.547238481721812,-4.458301019225317,3.547238481721812,-3.293397821668896,2.964786882943602,0.0,-1.5824515987782102,0.1641986017516057,-0.0,2.0660947249264603,2.2574946915630165,-1.1478881637703537,-3.547238481721812,0.15027714846337356,-0.5824515987782102,-0.006163545697106199,-3.547238481721812,18.7
-0.0,-3.5878923784071928,1.1251430285380246,-3.5878923784071928,-5.109544472439088,3.5878923784071928,-2.8592584153630396,2.462749349869168,0.0,-1.1251430285380246,0.3135944197516649,-0.0,4.036892096709565,4.483021507502121,-2.023340295166996,-4.587892378407193,0.28238696436080374,-1.1251430285380246,-1.796174868314981,-3.5878923784071928,16.66
-0.2939605227643423,-3.401817327701735,-0.5883141202610529,-2.401817327701735,-2.5243042439822325,4.401817327701735,-5.700932484504339,4.990131447962788,-3.401817327701735,1.588314120261053,-0.4669016491059256,-3.401817327701735,-5.403154496137387,-6.532129819172525,2.8530614142714654,-3.401817327701735,-0.3862050838634768,1.588314120261053,2.2833945440905437,-3.401817327701735,32.73
-0.29440175670983354,-3.3967188619245023,0.1869593508243973,-2.3967188619245023,-3.1233058978079193,4.396718861924502,-4.749387196159125,4.209759511100105,-3.3967188619245023,0.8130406491756027,-0.23936059539380092,-3.3967188619245023,-2.761670508566112,-3.200409751939625,-0.08515661745336878,-3.3967188619245023,-0.20654702005306094,-0.1869593508243973,0.3498954582083233,-2.3967188619245023,37.74
-0.29191264061136696,-3.425682416169615,1.504924251669665,-2.425682416169615,-4.545664390740374,4.425682416169614,-3.5358158874010432,2.92075816449995,-3.425682416169615,-0.504924251669665,0.14739377161361034,-3.425682416169615,1.7297101304423728,2.040267690911856,0.26068198988550517,-3.425682416169615,0.12495835769973265,-0.504924251669665,-0.28501331083372095,-3.425682416169615,37.56
-0.29381898225050607,-3.403456074690959,0.9622328219098489,-2.403456074690959,-3.864008056425218,4.4034560746909595,-3.9395424126055203,3.44122325278111,-3.403456074690959,0.0377671780901511,-0.011096713828921809,-3.403456074690959,-0.12853893169486005,-0.147359040149683,1.3025144721005635,-3.403456074690959,-0.009679485828927324,0.0377671780901511,-0.6926608470609987,-3.403456074690959,40.26
-0.2891308519817693,-3.458641625913562,-1.0534782029123235,-2.458641625913562,-2.258824958767013,4.458641625913562,-6.36578136459166,5.5121198288258855,-3.458641625913562,2.0534782029123235,-0.5937239023340326,-3.458641625913562,-7.102245190498738,-8.855220546858416,3.4846058477411503,-3.458641625913562,-0.4761905937319674,2.0534782029123235,3.6395014073547145,-3.458641625913562,21.16
-0.29274282830866694,-3.415967543176169,-0.5107867731525075,-2.415967543176169,-2.639221212122817,4.415967543176169,-5.660794758427833,4.926754316328677,-3.415967543176169,1.5107867731525075,-0.4422719929439894,-3.415967543176169,-5.160798581748823,-6.2697771726312475,2.6091537163445055,-3.415967543176169,-0.36404430509843394,0.5107867731525075,1.2258301383078076,-2.415967543176169,29.98
-0.28930731201248083,-3.456532062891171,1.039760169018394,-2.456532062891171,-4.304263065501167,4.456532062891171,-4.2247427274643785,3.416771893872777,-3.456532062891171,-0.039760169018394,0.011502907623873486,-3.456532062891171,0.13743229903805104,0.1695573559435858,1.3913674758104329,-4.456532062891171,0.009323517883218448,-0.039760169018394,1.5462630354239972,-3.456532062891171,28.7
-0.2912349385160706,-3.4336539602538765,-0.35573207893541725,-2.4336539602538765,-2.729624649073651,4.433653960253876,-5.441088806944485,4.789386039189294,-3.4336539602538765,1.3557320789354173,-0.3948365486530208,-3.4336539602538765,-4.655114821879817,-5.5386491700565275,1.954957969672173,-3.4336539602538765,-0.3318515785024509,0.35573207893541725,-0.11714826339314954,-2.4336539602538765,27.2
-0.2894965354978074,-3.454272771452817,1.5824515987782102,-2.454272771452817,-4.892193454863047,4.454272771452818,-3.7272902573066267,2.871821172674607,-3.454272771452817,-0.5824515987782102,0.16861771994145078,-3.454272771452817,2.011946698348732,2.5102160343979842,0.8486760460506166,-3.454272771452817,0.13514767664236285,-1.5824515987782102,0.6174964007319239,-2.454272771452817,31.63
-0.0,-3.5819809579436206,-0.4254039136328769,-3.5819809579436206,-3.5960900911132123,3.5819809579436206,-4.4468979183789665,4.007384871576497,0.0,-0.5745960863671231,-0.11876219293948928,-0.0,-1.5237887180676575,-1.7107592882701377,0.3591084010959763,-3.5819809579436206,-0.10578255571954687,0.4254039136328769,1.1204843374623676,-3.5819809579436206,13.51
-0.2934345638891044,-3.407914823483176,0.49706873925857786,-2.407914823483176,-3.4756081466098854,4.407914823483177,-4.481470668092729,3.9108460842245982,-3.407914823483176,-0.49706873925857786,-0.14757741516185666,-3.407914823483176,-1.713946898673775,-2.0009318400486236,1.7676785547518343,-3.407914823483176,-0.12641102908573326,0.5029312607414221,-0.2571948570968243,-3.407914823483176,36.45
-0.0,-3.5053923558546525,0.1172875161269392,-3.5053923558546525,-4.116162752535138,3.5053923558546525,-3.88158772028126,3.3881048397277134,0.0,-0.1172875161269392,0.03345916925135282,-0.0,0.41113876246855197,0.46901814377984447,-1.514625835211153,-4.505392355854653,0.029330126396313175,-0.1172875161269392,0.3699062588928746,-3.5053923558546525,21.78
-0.28705105387305524,-3.4837008487076924,0.1869593508243973,-2.4837008487076924,-3.3091769695023756,4.483700848707692,-4.935258267853581,4.296741497883295,-3.4837008487076924,0.8130406491756027,-0.23338417518748972,-3.4837008487076924,-2.8323903995669,-3.3515304887330504,1.07950583827553,-4.483700848707692,-0.19723380092590795,0.8130406491756027,0.4389897362696128,-3.4837008487076924,21.53
-0.2938494887935422,-3.4031027384315,1.4273969045611197,-2.4031027384315,-4.570599129306957,4.4031027384315,-3.715805320184717,2.9757058338703803,-3.4031027384315,-0.4273969045611198,0.12559036191722742,-3.4031027384315,1.4544755763090933,1.7707918058271155,0.17182898617563613,-3.4031027384315,0.10315617760784976,-1.4273969045611197,-1.7220886907671065,-2.4031027384315,43.31
-0.2873598135673343,-3.4799577142879774,1.504924251669665,-2.4799577142879774,-4.486399855052438,4.479957714287977,-3.476551351713108,2.9750334626183124,-3.4799577142879774,-0.504924251669665,0.14509493882542074,-3.4799577142879774,1.757115044728935,2.0103435895790747,-1.2367411674802222,-4.479957714287977,0.12681837136981758,-0.504924251669665,-1.4729370183175883,-3.4799577142879774,26.75
-0.0,-3.57910923244028,0.8150336401038439,-3.57910923244028,-4.836527644849934,3.57910923244028,-3.2064603646422456,2.764075592336436,0.0,-0.8150336401038439,0.22771968866346787,-0.0,2.917094426045076,3.2776528973439905,-1.3804702050959876,-3.57910923244028,0.20266936594756998,-0.8150336401038439,-3.030366299609828,-3.57910923244028,16.54
-0.29218109004044107,-3.422534976036913,1.6599789458867553,-2.422534976036913,-4.555334494086749,4.422534976036912,-3.2353766023132375,2.7625560301501575,-3.422534976036913,-0.6599789458867553,0.19283336781293342,-3.422534976036913,2.258801025745393,2.5708526485551553,0.10562729566841489,-3.422534976036913,0.1694271389916449,-0.6599789458867553,-0.8261432099830683,-3.422534976036913,39.3
-0.2908303409800831,-3.4384307931216944,-0.04562269050123824,-2.4384307931216944,-2.9387787533998257,4.438430793121695,-5.030024134402302,4.484053483622933,-3.4384307931216944,1.0456226905012382,-0.30409880361498703,-3.4384307931216944,-3.5953012570062124,-4.166180557808849,0.8129468271459234,-4.438430793121695,-0.2624290511945718,1.0456226905012382,-0.7836347640724886,-3.4384307931216944,27.52
-0.0,-3.48041952588727,-0.1152945251986962,-3.48041952588727,-3.763831641427907,3.48041952588727,-3.994420691825299,3.595714051085966,0.0,0.1152945251986962,-0.03312661716242496,-0.0,-0.4012733167294441,-0.4472420095670527,-0.45014203979344736,-3.48041952588727,-0.029721777597906684,0.1152945251986962,-0.11026592427181021,-3.48041952588727,24.28
-0.29227694760062406,-3.4214124932166388,0.3420140450414876,-2.4214124932166388,-3.3522816892198923,4.421412493216639,-4.668253599136917,4.0793984481751515,-3.4214124932166388,0.6579859549585124,-0.1923141264793557,-3.4214124932166388,-2.251241366656135,-2.6386997854939516,0.42531009160319755,-3.4214124932166388,-0.1640753219834822,0.6579859549585124,0.7591045250460697,-3.4214124932166388,32.51
-0.2912876955434465,-3.433032068636922,1.1948148632354842,-2.433032068636922,-4.324121827412908,4.433032068636922,-3.9344921009419394,3.2382172054014373,-3.433032068636922,-0.1948148632354843,0.05674717256947592,-3.433032068636922,0.6688056729345336,0.8044503714835577,-0.5938710774092135,-3.433032068636922,0.047178585880280344,-0.1948148632354843,-1.4598085567543742,-3.433032068636922,34.12
-0.0,-3.486583258339284,0.504924251669665,-3.486583258339284,-4.4194152292910545,3.486583258339284,-3.409566725951724,2.981659006669619,0.0,-0.504924251669665,0.1448192153340886,-0.0,1.7604604426009454,1.9765214275431353,-2.0686429215722937,-3.486583258339284,0.12898848268044252,-1.504924251669665,-1.8293141305627483,-2.486583258339284,25.73
-0.29043780718450896,-3.443077916384079,0.8847054748013038,-2.443077916384079,-4.009296698543121,4.443077916384079,-4.239885748940514,3.558372441582775,-3.443077916384079,0.1152945251986962,-0.033485889079088435,-3.443077916384079,-0.3969680335916186,-0.47554278678002215,0.8809007667538664,-4.443077916384079,-0.027952957988913462,0.1152945251986962,0.5727902075314133,-3.443077916384079,30.52
-0.0,-3.57125798601401,-0.0377671780901511,-3.57125798601401,-3.9809358114734748,3.57125798601401,-4.056470167653777,3.6090251641041613,0.0,-0.9622328219098489,-0.01057531498369968,-0.0,-0.13487633636366547,-0.1517750714982721,-0.028528334446749494,-3.57125798601401,-0.00939785253805285,0.0377671780901511,-1.2272265154287387,-3.57125798601401,15.07
-0.28515981234153187,-3.5068055059677,1.7375062929953005,-2.5068055059677,-4.695202556935678,4.5068055059677,-3.2201899709450776,2.7692992129724,-3.5068055059677,-0.7375062929953005,0.21030715611123868,-3.5068055059677,2.5862911289617476,2.918825900420018,-1.4693232088058577,-3.5068055059677,0.18634737074568258,-0.7375062929953005,-2.507367562194834,-3.5068055059677,23.79
-0.29145729179637947,-3.4310344196110525,-1.0534782029123235,-2.4310344196110525,-2.0805025233909573,4.431034419611052,-6.187458929215604,5.484512622523376,-3.4310344196110525,2.0534782029123235,-0.598501195783722,-3.4310344196110525,-7.045554394113231,-8.489039312723444,1.8208023395570085,-4.431034419611052,-0.4967314409200452,2.0534782029123235,2.2733891437482674,-3.4310344196110525,25.23
-0.2847122930925263,-3.5123176071467284,-0.8984235086952328,-2.5123176071467284,-2.1715302655047974,4.512317607146729,-5.968377282895263,5.410741115841962,-3.5123176071467284,1.8984235086952328,-0.5405045104213793,-3.5123176071467284,-6.667866315411536,-7.726495924244227,2.1648886977951602,-3.5123176071467284,-0.4664484203062914,1.8984235086952328,2.2371268202795638,-3.5123176071467284,15.8
-0.288768955191639,-3.4629761337618814,-0.12315003760978338,-2.4629761337618814,-3.1989623202770447,4.462976133761881,-5.445262395496612,4.586126171371665,-3.4629761337618814,1.1231500376097834,-0.3243308628840272,-3.4629761337618814,-3.889441774876439,-4.854380657314301,2.5542776824386104,-3.4629761337618814,-0.25986136976756313,0.12315003760978338,2.9467579835489484,-2.4629761337618814,23.33
-0.0,-3.4930628036680678,1.5903071111892957,-3.4930628036680678,-5.488877652115385,3.4930628036680678,-2.308263429736794,1.902755692478772,0.0,-2.5903071111892957,0.45527584259845344,-0.0,5.555042616504147,6.199924454707859,-2.98764543027351,-3.4930628036680678,0.4079205684480252,-1.5903071111892957,-1.0140190581081918,-3.4930628036680678,29.56
-0.28903335800203445,-3.4598082619687145,-0.8208961615866881,-2.4598082619687145,-2.45472799807096,4.459808261968714,-6.096520321244337,5.280704423555402,-3.4598082619687145,1.820896161586688,-0.5262997321564156,-3.4598082619687145,-6.299951584044742,-7.785467620707921,3.252023806415515,-3.4598082619687145,-0.42587844337854247,0.8208961615866881,3.525711736777466,-2.4598082619687145,21.66
-0.0,-3.5177586227592994,-0.1152945251986962,-3.5177586227592994,-4.1126959880240035,3.5177586227592994,-4.343285038421397,3.6330531479579955,0.0,0.1152945251986962,-0.03277499611620884,-0.0,-0.40557831017465285,-0.48746415876660304,0.2153793634802098,-4.517758622759299,-0.027269343400398334,0.1152945251986962,1.6716196369539904,-3.5177586227592994,19.65
-0.0,-3.5394434188762363,0.1172875161269392,-3.5394434188762363,-4.056715009844087,3.5394434188762363,-3.8221399775902083,3.422155902749297,0.0,-0.1172875161269392,0.03313727675414505,-0.0,0.4151325270718354,0.4620456657002576,-1.6810061860295675,-4.539443418876236,0.029772731269707815,-0.1172875161269392,-0.4913384290329291,-3.5394434188762363,18.13
-0.29227694760062406,-3.4214124932166388,1.970088334320934,-2.4214124932166388,-4.933791505290549,4.421412493216639,-2.993614836648681,2.4513241588957047,-3.4214124932166388,-1.970088334320934,0.28353445725829635,-3.4214124932166388,3.3190723465693637,3.8451422068685193,0.1282786088710638,-3.4214124932166388,0.24474293166701172,-0.9700883343209342,-0.5422907446753138,-3.4214124932166388,41.6
-0.0,-3.487314259543115,0.2723422103440295,-3.487314259543115,-4.271217446752229,3.487314259543115,-3.72653302606417,3.2149720491990856,0.0,-0.2723422103440295,0.07809511563196773,-0.0,0.9497428736082245,1.0890625207734126,-1.0041591261545868,-3.487314259543115,0.068104703008601,-1.2723422103440294,0.0366630085532047,-2.487314259543115,24.72
-0.0,-3.4693615658928216,0.504924251669665,-3.4693615658928216,-4.288419837969682,3.4693615658928216,-3.2785713346303518,2.9644373142231566,0.0,-0.504924251669665,0.14553808880387636,-0.0,1.7517647924299302,1.9103786776080165,-1.735882219935465,-3.4693615658928216,0.1334544312666806,-1.504924251669665,-0.4038056815821077,-2.4693615658928216,28.49
-0.2895743935006321,-3.453344019514686,-0.04562269050123824,-2.453344019514686,-3.0669956737420474,4.453344019514686,-5.158241054744524,4.4989667100159245,-3.453344019514686,1.0456226905012382,-0.3027855564323952,-3.453344019514686,-3.610894864911306,-4.3002470790248655,0.9793271779643377,-3.453344019514686,-0.2542474399259341,0.04562269050123824,1.3843260020855692,-2.453344019514686,25.03
-0.0,-3.4704236693297554,0.1172875161269392,-3.4704236693297554,-4.110404326437512,3.4704236693297554,-3.875829294183633,3.3531361532028163,0.0,-0.1172875161269392,0.03379631056677037,-0.0,0.40703737208382523,0.46834275228605327,-1.0154847827559106,-3.4704236693297554,0.029372423021558677,-0.1172875161269392,-0.639828892468412,-3.4704236693297554,26.67
-0.0,-3.48251905949824,0.3498695574525747,-3.48251905949824,-4.082538116326297,3.48251905949824,-3.382799001421147,3.1326495020456653,0.0,-0.3498695574525747,0.10046450614486623,-0.0,1.2184274021668058,1.3059470968102889,-1.7472078765367887,-3.48251905949824,0.09373175033738938,-0.3498695574525747,-0.5457319142359844,-3.48251905949824,25.72
